match_id,radiant_win
6,0.4668754799069484
7,0.6993145180735724
10,0.42380355801248787
13,0.8792327267769116
16,0.2079921901079775
18,0.5351375183915446
19,0.638551471909912
24,0.6620112212571969
33,0.24890081742083225
37,0.40057349811211307
41,0.38616168822878216
42,0.65633695976067
55,0.23015522660493715
60,0.7556271996927745
62,0.6855240680889538
63,0.41410997516420195
64,0.23371043902481525
71,0.544505490979338
72,0.5060385492857044
83,0.49251403928245496
85,0.8154676639161366
89,0.8713415010105418
92,0.7040481262958722
100,0.9088480891678533
102,0.7816828046460323
108,0.6342952912581293
111,0.7460841235732669
126,0.21631002360895119
130,0.07686120904977253
140,0.8220585386246855
141,0.5294732774285837
152,0.7121567962552903
153,0.5211228583051576
159,0.5908428092107044
160,0.6142556438403097
163,0.5693995779185753
178,0.659508879450722
179,0.5500161006081233
181,0.6059655479997724
196,0.1845716034768585
206,0.16733460650827897
209,0.5372454410886061
216,0.6290622698335007
228,0.2933600819224439
230,0.426237297653635
242,0.6563043781642433
245,0.24454116456605135
261,0.37079311190969005
274,0.48447538088398856
282,0.5783933579680218
289,0.36227648502967474
296,0.2267073975186883
297,0.59376004809818
302,0.37685506888046444
304,0.12273453921121681
313,0.7826109744698232
316,0.4927012702459365
317,0.5673201444593864
344,0.5848442558985769
348,0.651246502335418
352,0.6217565714315498
354,0.5337364563300192
361,0.4698429885576088
362,0.32677900758707035
363,0.723845777351909
365,0.45217319204597717
375,0.5493704558135402
380,0.47102924864607776
384,0.5835122016908619
394,0.7473417996941886
399,0.5816601238354068
404,0.7997641790404268
406,0.6507928660598017
430,0.17297120755766868
432,0.515519450078935
443,0.4720518183868705
463,0.5244110021758182
467,0.6413239008672812
474,0.4669209169467283
488,0.505008539134708
502,0.6880211692676512
503,0.2302060229625794
507,0.4710439150451194
508,0.31826632326560106
509,0.3342838980761031
516,0.3926836132840296
528,0.27865393997658644
542,0.6663283393027065
547,0.25456689088095263
552,0.794332746035861
555,0.6189337214988037
561,0.8292509185049977
569,0.6556298303607876
575,0.8727558673053097
576,0.9057997588603985
582,0.16663469822836632
585,0.6332150160325059
586,0.4133869312689206
590,0.7495162992737128
592,0.29559579485874693
598,0.3671990104953395
599,0.2976800122219338
600,0.7124709201417504
601,0.42364754648246983
603,0.351010755368381
617,0.6016376004323837
628,0.4696115833017047
634,0.21178718838939817
635,0.2388326884462352
639,0.2750379564416224
644,0.5900054621544389
646,0.6065795783388017
650,0.16533715838290128
659,0.7832816809595173
663,0.6323627840487056
668,0.4922966779360636
670,0.3232182654096282
678,0.5873366929892407
679,0.3061823824352472
686,0.7494973868444573
